% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=2, Sat Dec  4 12:27:05 2021, <python>{}</python>
1 12 0.1891250321055783 1.0000450010125153 7009.361667901456 7.0093616679014558e+03 7028.645812218509 7519.989938630198   
2 24 0.18344268924889046 1.231081465230319 22.039739321600614 2.2039739321600614e+01 7040.47297868828 7535.739742101846   
3 36 0.18131063422663748 1.3269468263888697 1.9216073139553975 1.9216073139553975e+00 7015.877405747453 7319.439307825388   
4 48 0.186562772531607 1.292351755148071 1.9216073139553975 5.3226116437370401e+01 7254.138105901736 8634.288168756782   
5 60 0.18040497240024006 1.3632717400209264 1.9216073139553975 2.0418648960557022e+01 7029.983404771526 7404.956248859582   
6 72 0.16620207636334366 1.3850804899714488 1.9216073139553975 1.1494608480749577e+01 77.08237660729029 7983.428520228235   
7 84 0.15574423186605257 1.3793618375566943 1.9216073139553975 1.1544588096691445e+01 7035.31719990742 8442.567607755098   
8 96 0.161862286723768 1.4028172991506846 1.9216073139553975 3.6465980947257854e+01 84.17158933504426 8460.399863364804   
9 108 0.17529044074633382 1.5031271980668988 1.9216073139553975 2.8373266333769358e+00 81.19160706758146 8174.585201892116   
10 120 0.1780073495695653 1.6377551634252683 1.9216073139553975 1.2741281083446175e+01 7217.284698042985 8830.650093224596   
11 132 0.17676481021547064 1.683533436881638 1.9216073139553975 1.6782725366398985e+01 7571.381441675985 8394.132829920896   
12 144 0.17682744141194023 1.679135907954063 1.9216073139553975 1.9253619711405115e+01 52.53584898973878 8320.03203236523   
13 156 0.16032594434240707 1.748157567829179 1.9216073139553975 6.6404998785887308e+00 67.66146231078977 7907.239001655558   
14 168 0.15772248458283458 1.811669690767098 1.9216073139553975 6.9106047617635014e+00 37.40006098915109 7444.438113337593   
15 180 0.15844870341954215 1.8908320234228237 1.9216073139553975 1.4016472208994301e+01 7071.727121468148 8902.115107823785   
16 192 0.1443419773467842 1.9040795008239126 1.9216073139553975 1.0945475806003135e+01 53.82903887538646 8420.008507747549   
