% # columns="iteration, evaluation, void, void, void, xmean", seed=2, Mon Dec 27 11:48:40 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 0.42497424955629987 0.6405603552451871 0.3973576683583394 0.6423497877323547 0.42707212424192104 0.5845435776514528 0.3879387454098179 0.5326862617162795 0.5269831522824395 0.33685037675553825
2 24 0 0 0 0.43108518868634127 0.45749493892133564 0.3444433100736127 0.5083428822638196 0.5393626467243031 0.5844500934064153 0.492499123888281 0.4704873131538844 0.4280862446448322 0.1637583836718658
3 36 0 0 0 0.34792017565529293 0.4459622404154293 0.4774608317815487 0.5873072393298442 0.35798482664904896 0.6235087382008478 0.5300303816358585 0.5371291981031524 0.27490865575537093 0.17732309188579654
4 48 0 0 0 0.18387742171249438 0.48119967468766683 0.500490817750492 0.6744303550877923 0.357465656481818 0.42577446647793515 0.4746828097807551 0.5704784908869174 0.35793794354461644 0.02324796368801385
5 60 0 0 0 0.12338735536552671 0.3551333197471001 0.5555903634550184 0.619482067830868 0.3541981768264659 0.4476930237101668 0.5082073230387854 0.585406504096687 0.23512185261039037 0.1641687152608695
6 72 0 0 0 0.19312017352035374 0.4045782183689399 0.6028692135710004 0.6613462423243377 0.30154258401841455 0.5105279462252348 0.5632715675618496 0.7236630249554856 0.3677704281186362 0.2093103702859695
7 84 0 0 0 0.09411560201221024 0.4226672573870541 0.5639152080287742 0.7326613625885057 0.3529168851084783 0.4498419111708468 0.6824026880188971 0.57645257350298 0.40455499167251574 0.198609261983773
8 96 0 0 0 -0.16464450402146952 0.38511773841416697 0.5960184169706353 0.7387258983394671 0.3430404906356216 0.41634161265337655 0.6883117719707269 0.588201948277205 0.4305775707631999 0.2547722641351863
9 108 0 0 0 -0.16609701126322668 0.4777700865018604 0.6709451689162015 0.6667387290046114 0.3063103251128577 0.4618582777397709 0.8297525790864064 0.629807373728321 0.5084666101031174 0.48738111888020336
10 120 0 0 0 -0.22824134979614302 0.5014835400595627 0.6528259937592388 0.7436934917189602 0.40794682727896 0.47842418512446017 0.8260125853643946 0.5052116118695777 0.4750136789628013 0.5213574942599974
11 132 0 0 0 -0.27455190014734404 0.44293697821089784 0.518820135100067 0.6924197019366541 0.5353657081355241 0.5173589056783258 0.8157635699245513 0.5270873800458216 0.42009748214384834 0.5801646157438716
12 144 0 0 0 -0.27120245310140195 0.41870768663598684 0.5553695423047119 0.8012451060388857 0.37736711007693924 0.5601323322083984 0.7685897001552414 0.6211962880893154 0.5037376670677706 0.731492446749172
13 156 0 0 0 -0.24725562242311652 0.44498091760154046 0.4536428302234292 0.6677519273650344 0.36734203400032484 0.47809005695004303 0.8199663655213528 0.5047984295978187 0.5103017732246466 0.6310725658029257
14 168 0 0 0 -0.3719229255411536 0.4022586942151588 0.3682159702362707 0.565629075695745 0.3611794712990834 0.5202664525452207 0.8898980812899182 0.52411885960972 0.48878660712227784 0.4974553720097159
15 180 0 0 0 -0.3197912673267946 0.41460607565008517 0.4432907167284303 0.5124431858430697 0.30926488286784104 0.6315006383823676 0.996982123945842 0.5053928604495185 0.5230999615166074 0.502336802517421
16 192 0 0 0 -0.2823819840515022 0.4283895253636554 0.4786656698031565 0.6527970983417916 0.2864753869844121 0.557453681747385 1.0454874134915517 0.493402179904783 0.5015747399306695 0.6090812420834898
17 204 0 0 0 -0.2586312808285818 0.3799099012501364 0.5221733698169261 0.5937879044248887 0.18131764040414222 0.5184462883322077 1.00914878551993 0.45485418357550184 0.5397674542630354 0.6575897835497289
18 216 0 0 0 -0.2492476224742268 0.39981386082196924 0.4701779356557761 0.6256422800754664 0.17911579639116204 0.6355935295828217 0.9290561129658097 0.49485511452793296 0.5417014827464911 0.6733171082172851
19 228 0 0 0 -0.2923868879310359 0.42634724460316464 0.44951263433472505 0.6556344859045001 0.18526474137667648 0.6181792608218971 0.8906602802106298 0.4421194066604882 0.40502649474554264 0.6160176268669791
20 240 0 0 0 -0.3326104516495709 0.3971178773906019 0.45856005557959806 0.569879944473715 0.12216257893622816 0.631633882422798 0.967999992239961 0.5587903191484047 0.4630258575848238 0.6341071238623494
21 252 0 0 0 -0.38200095817582724 0.3986047611900493 0.4457830735173037 0.6198659025340711 0.08432376435477013 0.5966165921813696 0.9329460365167512 0.5512874483801277 0.49649879683317877 0.5283943050850898
22 264 0 0 0 -0.35878684551670803 0.4153256643439289 0.5316387817554951 0.6349008391635064 0.105636209039168 0.6090234898389462 0.9196732566464413 0.536320539195775 0.464800076172846 0.49148225100991494
23 276 0 0 0 -0.3636588011624039 0.37771004654304224 0.5204661409843884 0.6684572552144089 0.19231940376038972 0.6718334162022208 0.9558792902919371 0.528234412454416 0.4716912254955865 0.5337179500574721
24 288 0 0 0 -0.42815300871627393 0.3604971737767318 0.5536669158487874 0.7074407839938132 0.11832999311439882 0.591707314688221 0.9405282919002562 0.4954794932385224 0.4588616700964435 0.5387290703665041
25 300 0 0 0 -0.36260222699136097 0.3987831614709045 0.5746850447550211 0.647221869627869 0.14013700411390329 0.653637305600321 0.8873136979767429 0.5483951103104058 0.4646591658060512 0.5530191646624335
26 312 0 0 0 -0.358331703221515 0.40756562679189096 0.5282065656623157 0.6496826743451246 0.17081585621289416 0.7187122181835486 0.9481819088280601 0.6209842730456616 0.5503317533523792 0.5673635050278044
27 324 0 0 0 -0.36815807872316536 0.43123386520362234 0.5022364638685157 0.6209084902675622 0.23514469269321636 0.7400090463831309 0.9389695477471446 0.6148675843449134 0.4879751522320923 0.5271559688235251
28 336 0 0 0 -0.3728167661774843 0.42046555831484134 0.5486867966371998 0.6088996789422059 0.23688254629300576 0.8076863313858028 0.9475629015359266 0.6293722487593371 0.5223792384356336 0.49577290423552556
29 348 0 0 0 -0.36252962445601566 0.43661062360829267 0.4916819057511228 0.6034652700418953 0.22246470561762666 0.844392304524985 0.9007394488175873 0.6270610405739219 0.5648911114547808 0.4901268787686251
30 360 0 0 0 -0.38003165073789996 0.43062706237104786 0.5466656673966004 0.6307509487615589 0.21054170174518913 0.8241390968833898 0.8951518594338441 0.686683741388807 0.5032803407687169 0.4338874430120648
31 372 0 0 0 -0.3900001833777281 0.41245996861611683 0.5990262004372545 0.6717664949119251 0.20509012698184392 0.773899569312944 0.9090400282876715 0.6603746872877445 0.44123703848656426 0.4627107159063001
32 384 0 0 0 -0.3948807676047475 0.41779116578645364 0.6120490976086207 0.6716898456956325 0.17186781055322173 0.7579929867084623 0.8618516598880017 0.6686750568592501 0.42922301144415237 0.43991990502159073
33 396 0 0 0 -0.38042332031942133 0.41549540833907567 0.6673739741450339 0.6676981388748292 0.1617422536847944 0.7500481394420984 0.8254462005591452 0.7214454633935969 0.4077712807728075 0.4424402096781086
34 408 0 0 0 -0.3688429200195041 0.40551245011236503 0.7570719139116372 0.6481059557360862 0.08453862160788067 0.7387545617920955 0.747860983629293 0.7407987219947666 0.34776405569709856 0.48669213119079613
35 420 0 0 0 -0.35280816689652816 0.39558737300255514 0.7715853297941484 0.6007111003750369 0.04083075998406911 0.7238315312251791 0.7438970244529464 0.7528045770163734 0.3715643276785287 0.5227607261517284
36 432 0 0 0 -0.3657705657828169 0.4061256937942964 0.7614102375192139 0.6293152895211923 0.06209994315654314 0.7476135347834552 0.7786458780683588 0.742466560080934 0.36006070218535413 0.4654825207126518
37 444 0 0 0 -0.3630838577014107 0.4127033373805648 0.7326936282306775 0.6226061872874129 0.08026176112320635 0.7521909394136453 0.7899443649231807 0.7389183127225453 0.36468550126900906 0.4815308519742595
38 456 0 0 0 -0.346127767388898 0.40515315883296055 0.7103815214809646 0.5880216193239518 0.123523098532188 0.850219548738587 0.7682963631552239 0.7903549475434852 0.4100649422932274 0.48011074118106517
39 468 0 0 0 -0.35268344738709617 0.3985709133691396 0.6952296620408193 0.6122649561219301 0.15224604445857803 0.858729915323633 0.7359498241515271 0.8340856372518354 0.3885597044676842 0.4384150091152719
